"id","mjd","mag","magerr","limiting_mag","filter","instrument_name","instrument_id","snr","magsys","origin","altdata","ra","dec","ra_unc","dec_unc","created_at","streams","owner"
12103600,59223.481608800124,16.800100326538086,0.03688900172710419,20.17620086669922,ztfr,ZTF,1,29.432517930144606,ab,,,178.3592922,10.896471,,,2021-01-11T11:19:03.336908,kowalski-bot,
123671834,59223.481608800124,16.800077438354492,0.03688856586813927,20.176212310791016,ztfr,ZTF,1,29.432865691747647,ab,None,,178.3592922,10.896471,,,2021-06-11T06:24:57.640794,ampelbot-jvs,
10975487,59223.481608800124,16.800077438354492,0.03688856586813927,20.176212310791016,ztfr,ZTF,1,29.432865691747647,ab,,,178.3592922,10.896471,,,2021-01-09T11:42:43.886626,kowalski-bot,
123671835,59225.464548599906,17.227710723876953,0.04489763453602791,20.31474494934082,ztfg,ZTF,1,24.18248123711028,ab,None,,178.3593088,10.8964561,,,2021-06-11T06:24:57.640820,ampelbot-jvs,
12103601,59225.464548599906,17.227710723876953,0.04489763453602791,20.31474494934082,ztfg,ZTF,1,24.18248123711028,ab,,,178.3593088,10.8964561,,,2021-01-11T11:19:03.336908,kowalski-bot,
12109169,59225.464548599906,17.227699279785156,0.04489799961447716,20.314699172973633,ztfg,ZTF,1,24.18228460245339,ab,,,178.3593088,10.8964561,,,2021-01-11T12:15:27.015076,kowalski-bot,
123671836,59225.50439810008,16.77353858947754,0.08126894384622574,18.268306732177734,ztfr,ZTF,1,13.359792232719569,ab,None,,178.3593111,10.8964587,,,2021-06-11T06:24:57.640836,ampelbot-jvs,
12109170,59225.50439810008,16.77353858947754,0.08126894384622574,18.268306732177734,ztfr,ZTF,1,13.359792232719569,ab,,,178.3593111,10.8964587,,,2021-01-11T12:15:27.015076,kowalski-bot,
12249845,59225.50439810008,16.773500442504883,0.08126900345087051,18.268299102783203,ztfr,ZTF,1,13.359782434326128,ab,,,178.3593111,10.8964587,,,2021-01-12T11:25:41.590353,kowalski-bot,
123671837,59226.46668979991,16.884824752807617,0.0564107969403267,19.51125717163086,ztfi,ZTF,1,19.246957384889615,ab,None,,178.3592945,10.8964752,,,2021-06-11T06:24:57.640853,ampelbot-jvs,
12249847,59226.46668979991,16.884824752807617,0.0564107969403267,19.51125717163086,ztfi,ZTF,1,19.246957384889615,ab,,,178.3592945,10.8964752,,,2021-01-12T11:25:41.682989,kowalski-bot,
13756566,59227.46179400012,17.247600555419922,0.045159999281167984,20.497100830078125,ztfg,ZTF,1,24.041988973434027,ab,,,178.3592971,10.8964775,,,2021-01-15T11:28:21.805606,kowalski-bot,
13383514,59227.46179400012,17.2475643157959,0.045159969478845596,20.497087478637695,ztfg,ZTF,1,24.042004839412563,ab,,,178.3592971,10.8964775,,,2021-01-14T17:11:41.999583,ampelbot-jvs,
123671838,59227.46179400012,17.2475643157959,0.045159969478845596,20.497087478637695,ztfg,ZTF,1,24.042004839412563,ab,None,,178.3592971,10.8964775,,,2021-06-11T06:24:57.640869,ampelbot-jvs,
13756567,59229.46690970007,17.273839950561523,0.06316324323415755,19.860931396484375,ztfg,ZTF,1,17.18936756830407,ab,,,178.3593051,10.8964417,,,2021-01-15T11:28:21.805606,kowalski-bot,
123671839,59229.46690970007,17.273839950561523,0.06316324323415755,19.860931396484375,ztfg,ZTF,1,17.18936756830407,ab,None,,178.3593051,10.8964417,,,2021-06-11T06:24:57.640885,ampelbot-jvs,
13762566,59229.46690970007,17.273799896240234,0.06316299736499786,19.86090087890625,ztfg,ZTF,1,17.189434479874706,ab,,,178.3593051,10.8964417,,,2021-01-15T12:18:28.270589,kowalski-bot,
123671840,59229.48628470022,16.927400588989258,0.039503999054431915,19.491199493408203,ztfi,ZTF,1,27.484209972314734,ab,None,,178.3593002,10.8964561,,,2021-06-11T06:24:57.640902,ampelbot-jvs,
15228811,59229.48628470022,16.927400588989258,0.039503999054431915,19.491199493408203,ztfi,ZTF,1,27.484209972314734,ab,,,178.3593002,10.8964561,,,2021-01-18T11:21:56.510241,kowalski-bot,
13762567,59229.503946799785,16.82674789428711,0.04451918601989746,19.893550872802734,ztfr,ZTF,1,24.3880515756256,ab,,,178.359286,10.8964485,,,2021-01-15T12:18:28.270589,kowalski-bot,
123671841,59229.503946799785,16.82674789428711,0.04451918601989746,19.893550872802734,ztfr,ZTF,1,24.3880515756256,ab,None,,178.359286,10.8964485,,,2021-06-11T06:24:57.640919,ampelbot-jvs,
14275318,59229.503946799785,16.82670021057129,0.04451899975538254,19.893600463867188,ztfr,ZTF,1,24.38815361360088,ab,,,178.359286,10.8964485,,,2021-01-17T11:13:35.105585,kowalski-bot,
198515699,59229.614307,17.188,0.019,19.91,atlasc,ATLAS,72,57.144010776743656,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800071,mrchu39,
198515700,59229.620423,17.236,0.019,19.96,atlasc,ATLAS,72,57.144010776743656,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800086,mrchu39,
198515701,59229.625114,17.233,0.021,19.89,atlasc,ATLAS,72,51.701724036101396,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800100,mrchu39,
198515702,59229.656655,17.233,0.021,19.83,atlasc,ATLAS,72,51.701724036101396,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800115,mrchu39,
123671842,59231.458217599895,17.24753761291504,0.048786040395498276,20.7749080657959,ztfg,ZTF,1,22.255058946294717,ab,None,,178.3592791,10.8964863,,,2021-06-11T06:24:57.640936,ampelbot-jvs,
14275319,59231.458217599895,17.24753761291504,0.048786040395498276,20.7749080657959,ztfg,ZTF,1,22.255058946294717,ab,,,178.3592791,10.8964863,,,2021-01-17T11:13:35.105585,kowalski-bot,
14283822,59231.458217599895,17.247499465942383,0.048785999417305,20.774900436401367,ztfg,ZTF,1,22.25507763961079,ab,,,178.3592791,10.8964863,,,2021-01-17T11:45:18.498280,kowalski-bot,
14283823,59231.48210649984,16.830305099487305,0.04642629250884056,20.524065017700195,ztfr,ZTF,1,23.386235387014416,ab,,,178.3592899,10.8964776,,,2021-01-17T11:45:18.498280,kowalski-bot,
123671843,59231.48210649984,16.830305099487305,0.04642629250884056,20.524065017700195,ztfr,ZTF,1,23.386235387014416,ab,None,,178.3592899,10.8964776,,,2021-06-11T06:24:57.640953,ampelbot-jvs,
15228788,59231.48210649984,16.830299377441406,0.04642599821090698,20.524099349975586,ztfr,ZTF,1,23.38638363413917,ab,,,178.3592899,10.8964776,,,2021-01-18T11:21:56.419873,kowalski-bot,
198515703,59231.518336,17.2,0.024,19.76,atlasc,ATLAS,72,45.239008531588716,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800129,mrchu39,
198515704,59231.520165,17.192,0.024999999999999998,19.77,atlasc,ATLAS,72,43.429448190325175,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800144,mrchu39,
198515705,59231.523822,17.268,0.024,19.79,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800158,mrchu39,
198515706,59231.529329,17.277,0.024,19.81,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800173,mrchu39,
123671844,59232.45115739992,16.963375091552734,0.047912921756505966,20.061260223388672,ztfi,ZTF,1,22.660613566332973,ab,None,,178.3592911,10.8965026,,,2021-06-11T06:24:57.640971,ampelbot-jvs,
15228812,59232.45115739992,16.963375091552734,0.047912921756505966,20.061260223388672,ztfi,ZTF,1,22.660613566332973,ab,,,178.3592911,10.8965026,,,2021-01-18T11:21:56.510241,kowalski-bot,
198515707,59233.492109,,,16.99,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800187,mrchu39,
198515708,59233.492568,,,16.84,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800201,mrchu39,
198515709,59233.495798,,,16.21,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800215,mrchu39,
198515710,59233.517989,,,15.89,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800231,mrchu39,
198515711,59233.51845,,,16.18,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800245,mrchu39,
198515712,59234.535977,17.289,0.03,19.74,atlasc,ATLAS,72,36.19120682527098,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800269,mrchu39,
198515713,59235.561055,17.145,0.078,18.35,atlasc,ATLAS,72,13.91969493279653,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800285,mrchu39,
198515714,59237.640576,,,15.18,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800301,mrchu39,
198515715,59243.545432,16.992,0.054,18.56,atlaso,ATLAS,72,20.106226014039432,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800316,mrchu39,
198515716,59243.545889,16.955,0.056,18.49,atlaso,ATLAS,72,19.38814651353802,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800331,mrchu39,
198515717,59243.547753,17.04,0.058,18.67,atlaso,ATLAS,72,18.719589737209127,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800346,mrchu39,
198515718,59243.548666,16.858,0.038,18.63,atlaso,ATLAS,72,28.572005388371824,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800360,mrchu39,
198515719,59243.550952,16.941,0.044,18.65,atlaso,ATLAS,72,24.67582283541203,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800373,mrchu39,
198515720,59243.567329,17.374,0.107,18.5,atlaso,ATLAS,72,10.147067334188126,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800389,mrchu39,
198515721,59243.567786,17.241,0.055999999999999994,18.56,atlaso,ATLAS,72,19.388146513538025,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800403,mrchu39,
19675570,59248.420011600014,16.92970085144043,0.05439300090074539,20.217500686645508,ztfr,ZTF,1,19.9609542915153,ab,,,178.3592939,10.8964811,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671845,59248.420011600014,16.9296817779541,0.0543927326798439,20.217525482177734,ztfr,ZTF,1,19.96105272277424,ab,None,,178.3592939,10.8964811,,,2021-06-11T06:24:57.640988,ampelbot-jvs,
15725618,59248.420011600014,16.9296817779541,0.0543927326798439,20.217525482177734,ztfr,ZTF,1,19.96105272277424,ab,,,178.3592939,10.8964811,,,2021-02-03T11:04:14.401284,ampelbot-jvs,
19675571,59248.462314799894,17.31920051574707,0.04665999859571456,19.978099822998047,ztfg,ZTF,1,23.269100673694567,ab,,,178.3592939,10.8964701,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671846,59248.462314799894,17.319181442260742,0.0466603897511959,19.978134155273438,ztfg,ZTF,1,23.268905608108472,ab,None,,178.3592939,10.8964701,,,2021-06-11T06:24:57.641004,ampelbot-jvs,
15734817,59248.462314799894,17.319181442260742,0.0466603897511959,19.978134155273438,ztfg,ZTF,1,23.268905608108472,ab,,,178.3592939,10.8964701,,,2021-02-03T12:05:33.796606,ampelbot-jvs,
198515722,59248.579746,17.006,0.034,19.21,atlaso,ATLAS,72,31.9334177870038,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800417,mrchu39,
198515723,59248.585275,17.021,0.033,19.3,atlaso,ATLAS,72,32.901097113882706,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800431,mrchu39,
198515724,59248.592183,17.017,0.03,19.31,atlaso,ATLAS,72,36.19120682527098,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800445,mrchu39,
198515725,59248.60508,17.107,0.03,19.25,atlaso,ATLAS,72,36.19120682527098,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800461,mrchu39,
15939147,59249.360324100126,16.972944259643555,0.08065234124660493,18.584856033325195,ztfi,ZTF,1,13.461930403710799,ab,,,178.3592931,10.896437,,,2021-02-05T11:45:22.353947,ampelbot-jvs,
123671847,59249.360324100126,16.972944259643555,0.08065234124660493,18.584856033325195,ztfi,ZTF,1,13.461930403710799,ab,None,,178.3592931,10.896437,,,2021-06-11T06:24:57.641021,ampelbot-jvs,
19675572,59250.35718750022,17.347400665283203,0.045031998306512826,20.375999450683594,ztfg,ZTF,1,24.110327002768226,ab,,,178.3592842,10.8964713,,,2021-02-25T08:17:52.960445,kowalski-bot,
15939148,59250.35718750022,17.347368240356445,0.04503216966986656,20.375995635986328,ztfg,ZTF,1,24.110235254435313,ab,,,178.3592842,10.8964713,,,2021-02-05T11:45:22.353947,ampelbot-jvs,
123671848,59250.35718750022,17.347368240356445,0.04503216966986656,20.375995635986328,ztfg,ZTF,1,24.110235254435313,ab,None,,178.3592842,10.8964713,,,2021-06-11T06:24:57.641037,ampelbot-jvs,
15939149,59250.403506900184,16.94040298461914,0.03923087194561958,20.243057250976562,ztfr,ZTF,1,27.675556287995274,ab,,,178.3592929,10.8964749,,,2021-02-05T11:45:22.353947,ampelbot-jvs,
123671849,59250.403506900184,16.94040298461914,0.03923087194561958,20.243057250976562,ztfr,ZTF,1,27.675556287995274,ab,None,,178.3592929,10.8964749,,,2021-06-11T06:24:57.641054,ampelbot-jvs,
19675573,59250.403506900184,16.940399169921875,0.03923099860548973,20.243099212646484,ztfr,ZTF,1,27.675466935633867,ab,,,178.3592929,10.8964749,,,2021-02-25T08:17:52.960445,kowalski-bot,
198515726,59251.555671,16.927,0.02,19.69,atlaso,ATLAS,72,54.286810237906465,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800476,mrchu39,
198515727,59251.558415,17.047,0.024,19.69,atlaso,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800492,mrchu39,
198515728,59251.558873,17.024,0.023,19.69,atlaso,ATLAS,72,47.205921946005624,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800507,mrchu39,
198515729,59251.574451,16.969,0.022,19.68,atlaso,ATLAS,72,49.35164567082406,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800522,mrchu39,
198515730,59251.574908,17.067,0.024,19.65,atlaso,ATLAS,72,45.239008531588716,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800537,mrchu39,
198515731,59251.578203,17.039,0.022,19.69,atlaso,ATLAS,72,49.35164567082406,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800551,mrchu39,
198515732,59251.580549,17,0.021,19.6,atlaso,ATLAS,72,51.701724036101396,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800566,mrchu39,
198515733,59251.583751,17.051,0.024,19.65,atlaso,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800579,mrchu39,
19675574,59252.36969910003,16.954599380493164,0.048516999930143356,20.71339988708496,ztfr,ZTF,1,22.378469532770247,ab,,,178.3592825,10.8964838,,,2021-02-25T08:17:52.960445,kowalski-bot,
16664891,59252.36969910003,16.95456886291504,0.04851735383272171,20.713382720947266,ztfr,ZTF,1,22.378306296372514,ab,,,178.3592825,10.8964838,,,2021-02-07T09:41:36.551474,ampelbot-jvs,
123671850,59252.36969910003,16.95456886291504,0.04851735383272171,20.713382720947266,ztfr,ZTF,1,22.378306296372514,ab,None,,178.3592825,10.8964838,,,2021-06-11T06:24:57.641077,ampelbot-jvs,
123671851,59252.40034720022,17.082120895385742,0.04260982945561409,20.216489791870117,ztfi,ZTF,1,25.480885951189308,ab,None,,178.3592944,10.8964828,,,2021-06-11T06:24:57.641094,ampelbot-jvs,
16847750,59252.40034720022,17.082120895385742,0.04260982945561409,20.216489791870117,ztfi,ZTF,1,25.480885951189308,ab,,,178.3592944,10.8964828,,,2021-02-07T12:40:50.760651,ampelbot-jvs,
123671852,59252.48813659977,17.347637176513672,0.05035076290369034,20.756330490112305,ztfg,ZTF,1,21.56345092198301,ab,None,,178.3592978,10.8964861,,,2021-06-11T06:24:57.641111,ampelbot-jvs,
16847751,59252.48813659977,17.347637176513672,0.05035076290369034,20.756330490112305,ztfg,ZTF,1,21.56345092198301,ab,,,178.3592978,10.8964861,,,2021-02-07T12:40:50.760651,ampelbot-jvs,
19675575,59252.48813659977,17.34760093688965,0.05035100132226944,20.75629997253418,ztfg,ZTF,1,21.56334881622157,ab,,,178.3592978,10.8964861,,,2021-02-25T08:17:52.960445,kowalski-bot,
198515734,59252.574788,17.026,0.023,19.48,atlaso,ATLAS,72,47.205921946005624,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800595,mrchu39,
198515735,59252.578014,16.97,0.021,19.62,atlaso,ATLAS,72,51.701724036101396,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800609,mrchu39,
198515736,59252.5854,17.082,0.03300000000000001,19.18,atlaso,ATLAS,72,32.901097113882706,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800623,mrchu39,
198515737,59252.596452,17.058,0.026,19.31,atlaso,ATLAS,72,41.75908479838959,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800636,mrchu39,
198515738,59253.510516,17.343,0.024,19.64,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800651,mrchu39,
198515739,59253.534309,17.267,0.024,19.54,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800664,mrchu39,
198515740,59253.536152,17.283,0.023,19.73,atlasc,ATLAS,72,47.20592194600563,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800678,mrchu39,
198515741,59253.538914,17.308,0.025,19.73,atlasc,ATLAS,72,43.429448190325175,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800693,mrchu39,
198515742,59253.664386,17.395,0.035,19.26,atlasc,ATLAS,72,31.021034421660836,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800708,mrchu39,
123671853,59254.42370369984,16.980144500732422,0.04922626540064812,20.02144432067871,ztfr,ZTF,1,22.056034434491846,ab,None,,178.3592881,10.8964847,,,2021-06-11T06:24:57.641128,ampelbot-jvs,
17639803,59254.42370369984,16.980144500732422,0.04922626540064812,20.02144432067871,ztfr,ZTF,1,22.056034434491846,ab,,,178.3592881,10.8964847,,,2021-02-09T10:42:24.257952,ampelbot-jvs,
19675576,59254.42370369984,16.980100631713867,0.049226000905036926,20.021400451660156,ztfr,ZTF,1,22.056152943495235,ab,,,178.3592881,10.8964847,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671854,59254.44188660011,17.35793685913086,0.04908625781536103,20.389753341674805,ztfg,ZTF,1,22.118944345730092,ab,None,,178.3592975,10.8964736,,,2021-06-11T06:24:57.641144,ampelbot-jvs,
17644594,59254.44188660011,17.35793685913086,0.04908625781536103,20.389753341674805,ztfg,ZTF,1,22.118944345730092,ab,,,178.3592975,10.8964736,,,2021-02-09T11:44:49.696470,ampelbot-jvs,
19675577,59254.44188660011,17.357900619506836,0.04908600077033043,20.389799118041992,ztfg,ZTF,1,22.119060174370375,ab,,,178.3592975,10.8964736,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671855,59255.35021989979,17.09269905090332,0.04754599928855896,20.106000900268555,ztfi,ZTF,1,22.835490283183322,ab,None,,178.3592909,10.8964922,,,2021-06-11T06:24:57.641160,ampelbot-jvs,
18708655,59255.35021989979,17.09269905090332,0.04754599928855896,20.106000900268555,ztfi,ZTF,1,22.835490283183322,ab,,,178.3592909,10.8964922,,,2021-02-17T09:43:02.572902,ampelbot-jvs,
198515743,59255.496748,17.348,0.028,19.78,atlasc,ATLAS,72,38.77629302707604,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800722,mrchu39,
198515744,59255.497205,17.354,0.022,19.77,atlasc,ATLAS,72,49.35164567082406,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800738,mrchu39,
198515745,59255.498577,17.427,0.029999999999999995,19.77,atlasc,ATLAS,72,36.19120682527098,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800755,mrchu39,
198515746,59255.499035,17.345,0.024,19.77,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800770,mrchu39,
198515747,59255.501879,17.264,0.022,19.77,atlasc,ATLAS,72,49.35164567082406,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800786,mrchu39,
198515748,59255.518965,17.412,0.027,19.76,atlasc,ATLAS,72,40.21245202807887,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800800,mrchu39,
198515749,59255.519423,17.348,0.024,19.77,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800815,mrchu39,
198515750,59255.547552,17.327,0.024,19.69,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800829,mrchu39,
123671856,59256.419733799994,16.98100471496582,0.046965472400188446,20.669727325439453,ztfr,ZTF,1,23.117753304101186,ab,None,,178.3592799,10.8964756,,,2021-06-11T06:24:57.641176,ampelbot-jvs,
18139453,59256.419733799994,16.98100471496582,0.046965472400188446,20.669727325439453,ztfr,ZTF,1,23.117753304101186,ab,,,178.3592799,10.8964756,,,2021-02-11T10:46:20.550749,ampelbot-jvs,
19675578,59256.419733799994,16.981000900268555,0.04696499928832054,20.669700622558594,ztfr,ZTF,1,23.11798618568562,ab,,,178.3592799,10.8964756,,,2021-02-25T08:17:52.960445,kowalski-bot,
198515751,59257.536378,17.363,0.024,19.81,atlasc,ATLAS,72,45.23900853158872,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800844,mrchu39,
198515752,59257.542172,17.339,0.024000000000000004,19.85,atlasc,ATLAS,72,45.239008531588716,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800859,mrchu39,
198515753,59257.572547,17.361,0.024000000000000004,19.83,atlasc,ATLAS,72,45.239008531588716,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800874,mrchu39,
198515754,59257.582158,17.412,0.025,19.79,atlasc,ATLAS,72,43.429448190325175,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800888,mrchu39,
19675579,59258.342499999795,16.962799072265625,0.039337001740932465,20.3518009185791,ztfr,ZTF,1,27.6008886469951,ab,,,178.3592976,10.8964779,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671857,59258.342499999795,16.9627628326416,0.03933735564351082,20.351839065551758,ztfr,ZTF,1,27.600640332752896,ab,None,,178.3592976,10.8964779,,,2021-06-11T06:24:57.641192,ampelbot-jvs,
18475795,59258.342499999795,16.9627628326416,0.03933735564351082,20.351839065551758,ztfr,ZTF,1,27.600640332752896,ab,,,178.3592976,10.8964779,,,2021-02-13T08:35:19.898375,ampelbot-jvs,
123671858,59258.37791670021,17.349319458007812,0.05271436646580696,20.161083221435547,ztfg,ZTF,1,20.596590219146226,ab,None,,178.359298,10.8964682,,,2021-06-11T06:24:57.641208,ampelbot-jvs,
18480828,59258.37791670021,17.349319458007812,0.05271436646580696,20.161083221435547,ztfg,ZTF,1,20.596590219146226,ab,,,178.359298,10.8964682,,,2021-02-13T09:37:31.550286,ampelbot-jvs,
19675580,59258.37791670021,17.349300384521484,0.05271400138735772,20.161100387573242,ztfg,ZTF,1,20.596732863814037,ab,,,178.359298,10.8964682,,,2021-02-25T08:17:52.960445,kowalski-bot,
198515755,59258.44423,17.418,0.029,19.58,atlasc,ATLAS,72,37.43917947441825,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800903,mrchu39,
198515756,59258.459999,17.404,0.028,19.59,atlasc,ATLAS,72,38.77629302707605,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800918,mrchu39,
198515757,59258.462309,17.365,0.027,19.68,atlasc,ATLAS,72,40.212452028078864,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800932,mrchu39,
198515758,59258.468759,17.372,0.028,19.53,atlasc,ATLAS,72,38.77629302707604,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800946,mrchu39,
198515759,59261.459088,17.336,0.023,19.83,atlasc,ATLAS,72,47.20592194600563,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800959,mrchu39,
198515760,59261.483491,17.447,0.025,19.86,atlasc,ATLAS,72,43.429448190325175,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800974,mrchu39,
198515761,59261.485339,17.378,0.022,19.84,atlasc,ATLAS,72,49.35164567082406,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.800999,mrchu39,
198515762,59261.50442,17.395,0.023000000000000003,19.87,atlasc,ATLAS,72,47.205921946005624,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.801014,mrchu39,
123671859,59262.36160880001,16.997831344604492,0.03834085911512374,20.42009162902832,ztfr,ZTF,1,28.317993644796946,ab,None,,178.3592963,10.8964728,,,2021-06-11T06:24:57.641225,ampelbot-jvs,
18708656,59262.36160880001,16.997831344604492,0.03834085911512374,20.42009162902832,ztfr,ZTF,1,28.317993644796946,ab,,,178.3592963,10.8964728,,,2021-02-17T09:43:02.572902,ampelbot-jvs,
19675581,59262.36160880001,16.997800827026367,0.03834100067615509,20.42009925842285,ztfr,ZTF,1,28.317889090290926,ab,,,178.3592963,10.8964728,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671860,59262.378622699995,17.099618911743164,0.04892880097031593,19.95170021057129,ztfi,ZTF,1,22.190124900400125,ab,None,,178.3592996,10.8964853,,,2021-06-11T06:24:57.641252,ampelbot-jvs,
18708657,59262.378622699995,17.099618911743164,0.04892880097031593,19.95170021057129,ztfi,ZTF,1,22.190124900400125,ab,,,178.3592996,10.8964853,,,2021-02-17T09:43:02.572902,ampelbot-jvs,
123671861,59262.41539350012,17.377716064453125,0.0513702481985092,20.128332138061523,ztfg,ZTF,1,21.135506306345587,ab,None,,178.3593206,10.8964671,,,2021-06-11T06:24:57.641269,ampelbot-jvs,
18717182,59262.41539350012,17.377716064453125,0.0513702481985092,20.128332138061523,ztfg,ZTF,1,21.135506306345587,ab,,,178.3593206,10.8964671,,,2021-02-17T10:43:01.488854,ampelbot-jvs,
19675582,59262.41539350012,17.377700805664062,0.05136999860405922,20.128299713134766,ztfg,ZTF,1,21.135608998679928,ab,,,178.3593206,10.8964671,,,2021-02-25T08:17:52.960445,kowalski-bot,
198515763,59262.487308,17.408,0.025,19.76,atlasc,ATLAS,72,43.429448190325175,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.801029,mrchu39,
198515764,59262.489137,17.461,0.028000000000000008,19.74,atlasc,ATLAS,72,38.77629302707604,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.801044,mrchu39,
198515765,59262.492794,17.387,0.026999999999999996,19.69,atlasc,ATLAS,72,40.21245202807887,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.801058,mrchu39,
198515766,59262.520178,17.405,0.032,19.46,atlasc,ATLAS,72,33.92925639869154,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.801073,mrchu39,
24728729,59264.372928199824,16.978500366210938,0.04878799989819526,18.599603619705096,ztfr,ZTF,1,22.254165102560236,ab,,,178.3592737,10.8964821,,,2021-03-20T18:26:54.706712,kowalski-bot,
19675583,59264.372928199824,16.978500366210938,0.04878799989819527,20.64900016784668,ztfr,ZTF,1,22.254165102560233,ab,,,178.3592737,10.8964821,,,2021-02-25T08:17:52.960445,kowalski-bot,
123671862,59264.372928199824,16.978500366210938,0.048788383603096015,20.648996353149414,ztfr,ZTF,1,22.2539900807296,ab,None,,178.3592737,10.8964821,,,2021-06-11T06:24:57.641286,ampelbot-jvs,
