"id","mjd","mag","magerr","limiting_mag","filter","instrument_name","instrument_id","snr","magsys","origin","altdata","ra","dec","ra_unc","dec_unc","created_at","streams","owner"
198515217,58813.570263,,,19.27,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792034,mrchu39,
198515218,58813.575911,,,19.24,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792123,mrchu39,
198515219,58813.578706,,,19.24,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792150,mrchu39,
198515220,58813.59187,,,19.38,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792172,mrchu39,
198515221,58815.563307,,,19.35,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792192,mrchu39,
198515222,58815.568703,,,18.96,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792212,mrchu39,
198515223,58815.571536,,,18.98,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792231,mrchu39,
198515224,58815.581753,,,19.05,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792257,mrchu39,
198515225,58821.542994,,,19.34,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792276,mrchu39,
198515226,58821.548393,,,19.44,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792293,mrchu39,
198515227,58821.55164,,,19.51,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792312,mrchu39,
198515228,58821.562862,,,19.52,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792331,mrchu39,
198515229,58822.637732,,,17.18,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792350,mrchu39,
198515230,58822.64144,,,17.4,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792367,mrchu39,
198515231,58822.668243,,,16.42,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792385,mrchu39,
198515232,58825.589672,,,19.39,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792400,mrchu39,
198515233,58825.592662,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792418,mrchu39,
198515234,58825.600265,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792437,mrchu39,
198515235,58825.619555,,,19.59,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792453,mrchu39,
198515236,58827.599114,,,19,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792469,mrchu39,
198515237,58827.602422,,,19.03,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792484,mrchu39,
198515238,58827.612372,,,19.13,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792499,mrchu39,
198515239,58827.618239,,,19.15,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792516,mrchu39,
198515240,58828.625063,,,18.96,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792531,mrchu39,
198515241,58828.630598,,,19.05,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792546,mrchu39,
198515242,58828.635304,,,19.07,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792563,mrchu39,
198515243,58828.648515,,,19.01,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792578,mrchu39,
198515244,58829.540769,,,18.62,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792594,mrchu39,
198515245,58829.54413,,,18.65,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792612,mrchu39,
198515246,58829.55167,,,18.63,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792630,mrchu39,
198515247,58829.563914,,,18.79,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792645,mrchu39,
198515248,58833.583659,,,19.09,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792660,mrchu39,
198515249,58833.584585,,,19.07,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792681,mrchu39,
198515250,58833.586967,,,19.08,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792706,mrchu39,
198515251,58833.587895,,,19.07,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792724,mrchu39,
198515252,58833.595838,,,19.15,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792742,mrchu39,
198515253,58833.59678,,,19.17,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792761,mrchu39,
198515254,58833.610019,,,19.18,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792781,mrchu39,
198515255,58833.610481,,,19.17,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792805,mrchu39,
198515256,58837.554302,,,19.3,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792822,mrchu39,
198515257,58837.557632,,,19.29,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792838,mrchu39,
198515258,58837.558093,,,19.31,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792854,mrchu39,
198515259,58837.561377,,,18.97,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792870,mrchu39,
198515260,58837.563703,,,19.38,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792887,mrchu39,
198515261,58837.568043,,,19.31,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792904,mrchu39,
198515262,58837.573931,,,18.75,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792922,mrchu39,
198515263,58837.579351,,,18.99,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792938,mrchu39,
198515264,58844.620198,,,19.66,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.792980,mrchu39,
198515265,58844.623509,,,19.67,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793021,mrchu39,
198515266,58844.631884,,,19.75,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793037,mrchu39,
198515267,58844.64643,,,19.73,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793053,mrchu39,
198515268,58849.557102,,,19.59,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793073,mrchu39,
198515269,58849.578532,,,19.57,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793088,mrchu39,
198515270,58849.584373,,,19.58,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793103,mrchu39,
198515271,58849.595383,,,19.41,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793118,mrchu39,
198515272,58852.589796,,,19.37,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793136,mrchu39,
198515273,58852.592631,,,19.33,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793151,mrchu39,
198515274,58852.599143,,,19.27,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793166,mrchu39,
198515275,58852.610138,,,19.46,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793181,mrchu39,
198515276,58865.530452,,,16.33,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793198,mrchu39,
198515277,58865.551685,,,18.52,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793214,mrchu39,
198515278,58867.572552,,,19.63,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793232,mrchu39,
198515279,58867.575869,,,19.59,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793257,mrchu39,
198515280,58867.596176,,,19.64,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793274,mrchu39,
198515281,58867.602019,,,19.62,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793289,mrchu39,
198515282,58868.55336,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793305,mrchu39,
198515283,58868.556587,,,19.64,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793321,mrchu39,
198515284,58868.562689,,,19.66,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793336,mrchu39,
198515285,58868.579309,,,19.69,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793350,mrchu39,
198515286,58869.465416,,,19.52,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793366,mrchu39,
198515287,58869.489305,,,19.63,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793382,mrchu39,
198515288,58871.491036,,,19.78,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793398,mrchu39,
198515289,58871.494482,,,19.78,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793413,mrchu39,
198515290,58871.505574,,,19.77,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793429,mrchu39,
198515291,58871.512538,,,19.8,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793443,mrchu39,
198515292,58873.546095,,,19.69,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793459,mrchu39,
198515293,58873.54902,,,19.63,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793474,mrchu39,
198515294,58873.560674,,,19.76,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793490,mrchu39,
198515295,58873.568653,,,19.72,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793506,mrchu39,
198515296,58874.599706,,,19.81,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793523,mrchu39,
198515297,58874.61125,,,19.84,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793540,mrchu39,
198515298,58874.62435,,,19.8,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793557,mrchu39,
198515299,58874.634198,,,19.82,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793574,mrchu39,
198515300,58875.514851,,,19.8,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793589,mrchu39,
198515301,58875.518216,,,19.81,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793607,mrchu39,
198515302,58875.525229,,,19.83,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793624,mrchu39,
198515303,58875.539294,,,19.81,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793640,mrchu39,
198515304,58877.478364,,,19.33,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793663,mrchu39,
198515305,58877.482092,,,19.17,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793680,mrchu39,
198515306,58877.499266,,,19.43,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793696,mrchu39,
198515307,58877.510964,,,19.41,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793712,mrchu39,
198515308,58878.53278,,,18.66,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793730,mrchu39,
198515309,58878.535696,,,18.46,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793747,mrchu39,
198515310,58878.541385,,,18.72,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793762,mrchu39,
198515311,58878.551472,,,19.08,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793778,mrchu39,
198515312,58879.467346,,,18.16,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793795,mrchu39,
198515313,58879.470475,,,19.37,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793810,mrchu39,
198515314,58879.475986,,,19.48,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793826,mrchu39,
198515315,58879.486949,,,18.22,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793841,mrchu39,
198515316,58880.582205,,,19.57,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793857,mrchu39,
198515317,58880.600128,,,16.89,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793876,mrchu39,
198515318,58881.556506,,,19.58,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793893,mrchu39,
198515319,58881.5665,,,19.65,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793909,mrchu39,
198515320,58881.579583,,,19.66,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793926,mrchu39,
198515321,58882.545865,,,19.77,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793943,mrchu39,
198515322,58882.549773,,,19.77,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793959,mrchu39,
198515323,58882.555147,,,19.76,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.793976,mrchu39,
198515324,58882.566997,,,19.71,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794009,mrchu39,
198515325,58883.623184,,,19.71,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794027,mrchu39,
198515326,58883.626186,,,19.73,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794045,mrchu39,
198515327,58883.63616,,,19.75,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794063,mrchu39,
198515328,58883.641696,,,19.77,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794079,mrchu39,
198515329,58883.675167,,,18.2,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794096,mrchu39,
198515330,58884.57775,,,19.81,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794113,mrchu39,
198515331,58885.460022,,,19.17,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794129,mrchu39,
198515332,58885.481395,,,19.25,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794145,mrchu39,
198515333,58885.484205,,,19.24,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794166,mrchu39,
198515334,58885.491608,,,18.95,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794182,mrchu39,
198515335,58885.511584,,,19.18,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794199,mrchu39,
198515336,58900.429764,,,19.73,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794215,mrchu39,
198515337,58900.433911,,,19.79,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794230,mrchu39,
198515338,58900.440106,,,19.78,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794251,mrchu39,
198515339,58900.452242,,,19.57,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794268,mrchu39,
198515340,58901.55071,,,19.5,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794284,mrchu39,
198515341,58901.555015,,,19.53,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794301,mrchu39,
198515342,58901.573953,,,19.45,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794317,mrchu39,
198515343,58901.58251,,,19.44,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794333,mrchu39,
198515344,58903.45732,,,19.67,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794349,mrchu39,
198515345,58903.462548,,,19.74,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794365,mrchu39,
198515346,58903.498165,,,19.73,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794382,mrchu39,
198515347,58903.502151,,,19.74,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794398,mrchu39,
198515348,58905.497299,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794416,mrchu39,
198515349,58905.504216,,,19.59,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794432,mrchu39,
198515350,58905.5166,,,19.56,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794449,mrchu39,
198515351,58905.5248,,,19.55,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794466,mrchu39,
198515352,58906.337159,,,19.32,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794482,mrchu39,
198515353,58911.440462,,,19.6,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794498,mrchu39,
198515354,58911.45511,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794514,mrchu39,
198515355,58911.469856,,,19.67,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794530,mrchu39,
198515356,58912.511129,,,19.54,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794546,mrchu39,
198515357,58912.51437,,,19.59,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794563,mrchu39,
198515358,58912.52135,,,19.7,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794580,mrchu39,
198515359,58912.532057,,,19.53,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794596,mrchu39,
198515360,58913.460063,,,19.52,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794611,mrchu39,
198515361,58913.466538,,,19.46,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794628,mrchu39,
198515362,58913.487121,,,19.48,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794646,mrchu39,
198515363,58913.497925,,,19.42,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794663,mrchu39,
198515364,58920.559763,,,17.3,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794681,mrchu39,
198515365,58920.564721,,,17.54,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794699,mrchu39,
198515366,58920.577974,,,16.36,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794717,mrchu39,
198515367,58921.542936,,,15.13,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794733,mrchu39,
198515368,58921.545753,,,15.31,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794749,mrchu39,
198515369,58921.552087,,,16.16,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794765,mrchu39,
198515370,58921.56214,,,15.45,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794781,mrchu39,
198515371,58925.451023,,,18.11,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794797,mrchu39,
198515372,58925.471463,,,19.4,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794814,mrchu39,
198515373,58925.474762,,,19.49,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794829,mrchu39,
198515374,58925.481933,,,19.54,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794843,mrchu39,
198515375,58930.487445,,,19.67,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794858,mrchu39,
198515376,58930.494425,,,19.43,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794874,mrchu39,
198515377,58930.516193,,,18.4,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794890,mrchu39,
198515378,58930.529653,,,17.76,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794907,mrchu39,
198515379,58931.464525,,,19.74,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794922,mrchu39,
198515380,58931.468089,,,19.74,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794938,mrchu39,
198515381,58931.48182,,,19.71,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794954,mrchu39,
198515382,58931.487095,,,19.73,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794970,mrchu39,
198515383,58933.426414,,,19.49,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.794999,mrchu39,
198515384,58933.433307,,,19.53,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795017,mrchu39,
198515385,58933.436117,,,19.37,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795031,mrchu39,
198515386,58933.447496,,,19.32,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795047,mrchu39,
198515387,58934.40216,,,19.07,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795062,mrchu39,
198515388,58934.410373,,,17.91,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795079,mrchu39,
198515389,58934.416577,,,15.95,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795095,mrchu39,
198515390,58934.426641,,,17.3,atlasc,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795113,mrchu39,
198515391,58936.456552,,,19.48,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795130,mrchu39,
198515392,58936.459987,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795147,mrchu39,
198515393,58936.465161,,,19.45,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795163,mrchu39,
198515394,58936.47584,,,19.6,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795179,mrchu39,
198515395,58937.436733,,,19.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795195,mrchu39,
198515396,58937.440221,,,19.62,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795211,mrchu39,
198515397,58937.454331,,,19.68,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795230,mrchu39,
198515398,58937.463103,,,19.69,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795252,mrchu39,
198515399,58941.342503,,,19.53,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795270,mrchu39,
198515400,58941.349855,,,19.54,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795286,mrchu39,
198515401,58941.368018,,,19.18,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795303,mrchu39,
198515402,58941.371412,,,19.15,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795320,mrchu39,
198515403,58941.371872,,,18.37,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795334,mrchu39,
198515404,58941.375392,,,18.19,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795350,mrchu39,
198515405,58943.46533,,,18.62,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795370,mrchu39,
198515406,58943.475517,,,18.63,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795388,mrchu39,
198515407,58943.475974,,,18.76,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795404,mrchu39,
198515408,58943.481442,,,18.7,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795419,mrchu39,
198515409,58943.487796,,,17.83,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795437,mrchu39,
198515410,58943.498638,,,17.15,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795454,mrchu39,
198515411,58948.382304,,,18.69,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795470,mrchu39,
198515412,58948.385012,,,18.61,atlaso,ATLAS,72,,ab,None,,178.35929,10.8965,,,2022-04-04T03:45:27.795486,mrchu39,
